1,-0.8276915874,-0.8671710448
2,-0.7764253607,-0.8478305329
3,-0.7336312831,-0.7915435062
4,-0.6960294425,-0.7597685196
5,-0.6673935328,-0.5723442213
6,-0.6436701076,-0.4285940926
7,-0.6159512154,-0.3563989726
8,-0.5922778569,-0.3081753011
9,-0.5672564655,-0.247772992
10,-0.5448778664,-0.1988347367
11,-0.5301735759,-0.070781317
12,-0.5162964636,-0.0398285957
13,-0.4992477078,-0.0195168852
14,-0.479433045,-0.00164258
15,-0.4636638816,-0.00164258
16,-0.4488895585,-0.00164258
17,-0.4390401757,-0.00164258
18,-0.4265125663,-0.00164258
19,-0.4157946292,-0.00164258
20,-0.4010290712,-0.00164258
21,-0.3922904437,-0.00164258
22,-0.3829997443,-0.00164258
23,-0.3725182571,-0.00164258
24,-0.3624753772,-0.00164258
25,-0.3501609658,-0.00164258
26,-0.3400822596,-0.00164258
27,-0.3339562659,-0.00164258
28,-0.3271459326,-0.00164258
29,-0.3214114355,-0.00164258
30,-0.3142881871,-0.00164258
31,-0.3085691663,-0.00164258
32,-0.3011415995,-0.00164258
33,-0.2946031748,-0.00164258
34,-0.2880801958,-0.00164258
35,-0.2830056121,-0.00164258
36,-0.2770232887,-0.00164258
37,-0.272117247,-0.00164258
38,-0.2667358074,-0.00164258
39,-0.2622964449,-0.00164258
40,-0.2573455844,-0.00164258
41,-0.2540492717,-0.00164258
42,-0.2481627545,-0.00164258
43,-0.2430991934,-0.00164258
44,-0.2381563131,-0.00164258
45,-0.2335994291,-0.00164258
46,-0.2299937614,-0.00164258
47,-0.2267072335,-0.00164258
48,-0.2229643256,-0.00164258
49,-0.2201889527,-0.00164258
50,-0.2156446932,-0.00164258
51,-0.2118954473,-0.00164258
52,-0.2085165839,-0.00164258
53,-0.205387225,-0.00164258
54,-0.2026139043,-0.00164258
55,-0.1994190358,-0.00164258
56,-0.1970061641,-0.00164258
57,-0.1946736834,-0.00164258
58,-0.1926728473,-0.00164258
59,-0.1900380016,-0.00164258
60,-0.1871133661,-0.00164258
61,-0.1846003204,-0.00164258
62,-0.1809409736,-0.00164258
63,-0.1774812877,-0.00164258
64,-0.1754290326,-0.00164258
65,-0.1732546181,-0.00164258
66,-0.1718897577,-0.00164258
67,-0.1692007286,-0.00164258
68,-0.1656445234,-0.00164258
69,-0.1633004683,-0.00164258
70,-0.1617612654,-0.00164258
71,-0.1592136855,-0.00164258
72,-0.1570144495,-0.00164258
73,-0.1540325652,-0.00164258
74,-0.1523252865,-0.00164258
75,-0.1505266068,-0.00164258
76,-0.1481967523,-0.00164258
77,-0.1456197588,-0.00164258
78,-0.1430439198,-0.00164258
79,-0.1408949307,-0.00164258
80,-0.137795264,-0.00164258
81,-0.1359403753,-0.00164258
82,-0.1346347892,-0.00164258
83,-0.1331994785,-0.00164258
84,-0.1277077968,-0.00164258
85,-0.1265419115,-0.00164258
86,-0.1248229854,-0.00164258
87,-0.1232531177,-0.00164258
88,-0.1202507825,-0.00164258
89,-0.1154673748,-0.00164258
90,-0.1136802207,-0.00164258
91,-0.1109842224,-0.00164258
92,-0.1092451778,-0.00164258
93,-0.1069372169,-0.00164258
94,-0.1041007701,-0.00164258
95,-0.102452826,-0.00164258
96,-0.0994865458,-0.00164258
97,-0.0972342199,-0.00164258
98,-0.0953146209,-0.00164258
99,-0.0945194731,-0.00164258
100,-0.0917930753,-0.00164258
101,-0.0891455995,-0.00164258
102,-0.0880955253,-0.00164258
103,-0.0866951392,-0.00164258
104,-0.0842971858,-0.00164258
105,-0.0829186671,-0.00164258
106,-0.0805329478,-0.00164258
107,-0.0777676456,-0.00164258
108,-0.0761523635,-0.00164258
109,-0.0734367603,-0.00164258
110,-0.0715906793,-0.00164258
111,-0.0711449845,-0.00164258
112,-0.0703810592,-0.00164258
113,-0.0689602451,-0.00164258
114,-0.0666829352,-0.00164258
115,-0.0641864774,-0.00164258
116,-0.0620221661,-0.00164258
117,-0.0613857052,-0.00164258
118,-0.0589985464,-0.00164258
119,-0.0572274205,-0.00164258
120,-0.0550310277,-0.00164258
121,-0.0535031772,-0.00164258
122,-0.0514561163,-0.00164258
123,-0.0498859703,-0.00164258
124,-0.0478389094,-0.00164258
125,-0.0451014388,-0.00164258
126,-0.0434679912,-0.00164258
127,-0.0415586063,-0.00164258
128,-0.0398079084,-0.00164258
129,-0.0381525934,-0.00164258
130,-0.0362009155,-0.00164258
131,-0.0352141428,-0.00164258
132,-0.0344400035,-0.00164258
133,-0.0322654782,-0.00164258
134,-0.0317244003,-0.00164258
135,-0.0305570732,-0.00164258
136,-0.0294749176,-0.00164258
137,-0.027851684,-0.00164258
138,-0.0270775448,-0.00164258
139,-0.0255176128,-0.00164258
140,-0.0240851453,-0.00164258
141,-0.0226847592,-0.00164258
142,-0.0217933695,-0.00164258
143,-0.0209019799,-0.00164258
144,-0.0197877428,-0.00164258
145,-0.0173685026,-0.00164258
146,-0.0157131876,-0.00164258
147,-0.0137075608,-0.00164258
148,-0.0121797103,-0.00164258
149,-0.010206165,-0.00164258
150,-0.0090919279,-0.00164258
151,-0.0073091485,-0.00164258
152,-0.005876681,-0.00164258
153,-0.0034253594,-0.00164258
154,-0.00164258,-0.00164258
